size,lambda,n_valid,astar_time_ms,ils_time_ms,ails_time_ms,ils_speedup,ails_speedup,astar_nodes,ils_nodes,ails_nodes,ils_node_red_pct,ails_node_red_pct,ils_opt_ratio,ails_opt_ratio
200,0.0,30,41.93751389878647,39.5017249660062,76.26002923304138,1.0616628497838114,0.5499278497603315,8690.266666666666,8048.666666666667,15310.566666666668,7.3829725209813235,-76.18063120425917,1.0045081959870243,1.0038288182841135
200,0.5,30,72.94706813117955,57.90444993229661,95.36526240214396,1.259783457341727,0.7649228481495751,11831.466666666667,9339.233333333334,15644.066666666668,21.064449603317705,-32.224238189686275,1.0289936156084494,1.0192198388072127
200,1.0,30,79.45325966623689,35.1127111663421,70.20780566623823,2.26280617551396,1.1316869814155814,13000.8,5868.333333333333,11489.966666666667,54.861752097306834,11.621079728426963,1.1018702277548826,1.075300168917679
300,0.0,30,93.0398514654371,73.61062779915908,145.57715560125266,1.2639459035628546,0.6391102441943611,19451.833333333332,14872.066666666668,28462.8,23.544138941487937,-46.32451097154511,1.0033154123025025,1.002074674207051
300,0.5,29,156.44733196752676,65.98041651485455,158.23828455026597,2.371117677505186,0.9886819261986483,25817.310344827587,10861.310344827587,26034.862068965518,57.930124401965,-0.8426583607363147,1.0212569796937108,1.0068539982362301
300,1.0,29,161.1660301714437,58.08776444735423,129.0073519640859,2.774526300069798,1.2492778722898707,26488.896551724138,9525.034482758621,21628.724137931036,64.04140706971562,18.34796101945121,1.0922993784787602,1.0512501569097006
500,0.0,30,254.3580900329592,96.67693323232622,133.04562363094496,2.631011157767141,1.9118110246040314,51651.63333333333,19040.9,26438.833333333332,63.13591890285495,48.813170800019876,1.000619532877354,1.0007243851758714
500,0.5,30,481.0927694003719,141.10247363375188,258.8287236333902,3.409527537051582,1.8587302160551569,75157.8,22571.733333333334,41881.23333333333,69.96754384330923,44.275599693799805,1.0093188444666334,1.001830129868393
500,1.0,30,488.55009996914305,118.03272636655795,269.262969532186,4.139107135862646,1.8143976530376371,76733.96666666666,19284.8,44253.833333333336,74.86797459100035,42.32823447591005,1.0713726272593413,1.0437743272051814
