map,family,method,sr,sc,gr,gc,lam,opt,suboptimality,node_reduction,nodes,solved
brc203d.map,dao,ILS,374,158,51,250,1.0,501.9949,nan,nan,32569,0
brc203d.map,dao,AILS,374,158,51,250,1.0,501.9949,nan,nan,31009,0
brc203d.map,dao,ILS,43,259,315,81,1.0,501.8823,nan,nan,10041,0
brc203d.map,dao,AILS,43,259,315,81,1.0,501.8823,nan,nan,10098,0
brc203d.map,dao,ILS,47,266,369,137,1.0,501.7107,nan,nan,7683,0
brc203d.map,dao,AILS,47,266,369,137,1.0,501.7107,nan,nan,7552,0
brc203d.map,dao,ILS,358,157,48,266,1.0,501.5097,nan,nan,34542,0
brc203d.map,dao,AILS,358,157,48,266,1.0,501.5097,nan,nan,33440,0
brc203d.map,dao,ILS,372,157,43,251,1.0,501.4092,nan,nan,34470,0
brc203d.map,dao,AILS,372,157,43,251,1.0,501.4092,nan,nan,32693,0
brc203d.map,dao,ILS,372,132,41,258,1.0,501.267,nan,nan,49492,0
brc203d.map,dao,AILS,372,132,41,258,1.0,501.267,nan,nan,45171,0
brc203d.map,dao,ILS,382,159,45,241,1.0,500.5807,nan,nan,31865,0
brc203d.map,dao,AILS,382,159,45,241,1.0,500.5807,nan,nan,30734,0
brc203d.map,dao,ILS,318,203,50,270,1.0,500.4386,nan,nan,5589,0
brc203d.map,dao,AILS,318,203,50,270,1.0,500.4386,nan,nan,4392,0
brc203d.map,dao,ILS,59,259,365,137,1.0,499.7817,nan,nan,7705,0
brc203d.map,dao,AILS,59,259,365,137,1.0,499.7817,nan,nan,7762,0
brc203d.map,dao,ILS,47,248,380,148,1.0,499.6102,nan,nan,9298,0
brc203d.map,dao,AILS,47,248,380,148,1.0,499.6102,nan,nan,9579,0
brc203d.map,dao,ILS,45,257,365,159,1.0,499.5807,nan,nan,8468,0
brc203d.map,dao,AILS,45,257,365,159,1.0,499.5807,nan,nan,8467,0
brc203d.map,dao,ILS,46,264,357,156,1.0,498.0955,nan,nan,7750,0
brc203d.map,dao,AILS,46,264,357,156,1.0,498.0955,nan,nan,7542,0
brc203d.map,dao,ILS,340,116,45,270,1.0,498.0955,nan,nan,54952,0
brc203d.map,dao,AILS,340,116,45,270,1.0,498.0955,nan,nan,51957,0
brc203d.map,dao,ILS,345,151,45,273,1.0,497.5391,nan,nan,38730,0
brc203d.map,dao,AILS,345,151,45,273,1.0,497.5391,nan,nan,32467,0
brc203d.map,dao,ILS,318,100,46,273,1.0,496.8823,nan,nan,55553,0
brc203d.map,dao,AILS,318,100,46,273,1.0,496.8823,nan,nan,41748,0
brc203d.map,dao,ILS,41,247,378,131,1.0,496.6812,nan,nan,9833,0
brc203d.map,dao,AILS,41,247,378,131,1.0,496.6812,nan,nan,10153,0
brc203d.map,dao,ILS,42,268,354,150,1.0,496.5097,nan,nan,7572,0
brc203d.map,dao,AILS,42,268,354,150,1.0,496.5097,nan,nan,7463,0
brc203d.map,dao,ILS,44,241,321,72,1.0,496.1249,nan,nan,11497,0
brc203d.map,dao,AILS,44,241,321,72,1.0,496.1249,nan,nan,11841,0
brc204d.map,dao,ILS,32,39,269,398,1.0,583.1543,nan,nan,29410,0
brc204d.map,dao,AILS,32,39,269,398,1.0,583.1543,nan,nan,30437,0
brc204d.map,dao,ILS,274,416,50,52,1.0,583.1543,nan,nan,28168,0
brc204d.map,dao,AILS,274,416,50,52,1.0,583.1543,nan,nan,25397,0
brc204d.map,dao,ILS,273,422,60,26,1.0,582.8823,nan,nan,30551,0
brc204d.map,dao,AILS,273,422,60,26,1.0,582.8823,nan,nan,27028,0
brc204d.map,dao,ILS,47,54,272,411,1.0,582.8112,nan,nan,29095,0
brc204d.map,dao,AILS,47,54,272,411,1.0,582.8112,nan,nan,29929,0
brc204d.map,dao,ILS,276,425,58,40,1.0,582.4975,nan,nan,28673,0
brc204d.map,dao,AILS,276,425,58,40,1.0,582.4975,nan,nan,25866,0
brc204d.map,dao,ILS,62,55,273,425,1.0,581.8112,nan,nan,31097,0
brc204d.map,dao,AILS,62,55,273,425,1.0,581.8112,nan,nan,29832,0
brc204d.map,dao,ILS,279,422,64,25,1.0,581.5391,nan,nan,32865,0
brc204d.map,dao,AILS,279,422,64,25,1.0,581.5391,nan,nan,29705,0
brc204d.map,dao,ILS,8,14,281,353,1.0,581.5391,nan,nan,31318,0
brc204d.map,dao,AILS,8,14,281,353,1.0,581.5391,nan,nan,31315,0
brc204d.map,dao,ILS,64,54,280,425,1.0,581.468,nan,nan,31894,0
brc204d.map,dao,AILS,64,54,280,425,1.0,581.468,nan,nan,30274,0
brc204d.map,dao,ILS,274,410,46,50,1.0,580.3259,nan,nan,29122,0
brc204d.map,dao,AILS,274,410,46,50,1.0,580.3259,nan,nan,27102,0
brc204d.map,dao,ILS,270,398,34,44,1.0,579.4975,nan,nan,29372,0
brc204d.map,dao,AILS,270,398,34,44,1.0,579.4975,nan,nan,27611,0
brc204d.map,dao,ILS,279,404,46,30,1.0,579.468,nan,nan,34579,0
brc204d.map,dao,AILS,279,404,46,30,1.0,579.468,nan,nan,31408,0
brc204d.map,dao,ILS,9,28,282,364,1.0,578.5391,nan,nan,28064,0
brc204d.map,dao,AILS,9,28,282,364,1.0,578.5391,nan,nan,29073,0
brc204d.map,dao,ILS,278,417,55,40,1.0,578.3259,nan,nan,31681,0
brc204d.map,dao,AILS,278,417,55,40,1.0,578.3259,nan,nan,28427,0
brc204d.map,dao,ILS,31,44,273,395,1.0,578.2548,nan,nan,28393,0
brc204d.map,dao,AILS,31,44,273,395,1.0,578.2548,nan,nan,29824,0
brc204d.map,dao,ILS,55,40,271,417,1.0,577.9117,nan,nan,33322,0
brc204d.map,dao,AILS,55,40,271,417,1.0,577.9117,nan,nan,29988,0
brc204d.map,dao,ILS,11,18,271,356,1.0,577.6396,nan,nan,30415,0
brc204d.map,dao,AILS,11,18,271,356,1.0,577.6396,nan,nan,30622,0
brc204d.map,dao,ILS,33,45,276,395,1.0,577.0833,nan,nan,28745,0
brc204d.map,dao,AILS,33,45,276,395,1.0,577.0833,nan,nan,30115,0
brc204d.map,dao,ILS,279,352,5,18,1.0,576.9533,nan,nan,44437,0
brc204d.map,dao,AILS,279,352,5,18,1.0,576.9533,nan,nan,43426,0
brc204d.map,dao,ILS,54,38,275,415,1.0,576.9117,nan,nan,33715,0
brc204d.map,dao,AILS,54,38,275,415,1.0,576.9117,nan,nan,30117,0
brc204d.map,dao,ILS,53,31,271,405,1.0,575.6396,nan,nan,34790,0
brc204d.map,dao,AILS,53,31,271,405,1.0,575.6396,nan,nan,30615,0
brc204d.map,dao,ILS,2,11,326,300,1.0,574.9239,nan,nan,37677,0
brc204d.map,dao,AILS,2,11,326,300,1.0,574.9239,nan,nan,38368,0
brc204d.map,dao,ILS,61,61,272,414,1.0,574.7107,nan,nan,29479,0
brc204d.map,dao,AILS,61,61,272,414,1.0,574.7107,nan,nan,29817,0
brc204d.map,dao,ILS,277,380,22,39,1.0,574.3259,nan,nan,35627,0
brc204d.map,dao,AILS,277,380,22,39,1.0,574.3259,nan,nan,33261,0
brc204d.map,dao,ILS,33,38,269,388,1.0,574.3259,nan,nan,30183,0
brc204d.map,dao,AILS,33,38,269,388,1.0,574.3259,nan,nan,30944,0
brc204d.map,dao,ILS,60,59,279,412,1.0,574.1249,nan,nan,30118,0
brc204d.map,dao,AILS,60,59,279,412,1.0,574.1249,nan,nan,30131,0
brc204d.map,dao,ILS,278,386,28,41,1.0,573.9117,nan,nan,35299,0
brc204d.map,dao,AILS,278,386,28,41,1.0,573.9117,nan,nan,32798,0
brc204d.map,dao,ILS,278,373,16,46,1.0,573.3259,nan,nan,36851,0
brc204d.map,dao,AILS,278,373,16,46,1.0,573.3259,nan,nan,34226,0
brc204d.map,dao,ILS,273,373,17,37,1.0,572.3259,nan,nan,35361,0
brc204d.map,dao,AILS,273,373,17,37,1.0,572.3259,nan,nan,33392,0
brc204d.map,dao,ILS,270,358,11,26,1.0,572.0538,nan,nan,38843,0
brc204d.map,dao,AILS,270,358,11,26,1.0,572.0538,nan,nan,38046,0
brc204d.map,dao,ILS,69,40,272,425,1.0,571.4975,nan,nan,35185,0
brc204d.map,dao,AILS,69,40,272,425,1.0,571.4975,nan,nan,33102,0
brc204d.map,dao,ILS,281,347,2,21,1.0,571.0244,nan,nan,45537,0
brc204d.map,dao,AILS,281,347,2,21,1.0,571.0244,nan,nan,45099,0
brc204d.map,dao,ILS,1,23,281,347,1.0,570.6102,nan,nan,28038,0
brc204d.map,dao,AILS,1,23,281,347,1.0,570.6102,nan,nan,29012,0
brc204d.map,dao,ILS,5,13,227,304,1.0,570.0955,nan,nan,29563,0
brc204d.map,dao,AILS,5,13,227,304,1.0,570.0955,nan,nan,30032,0
brc204d.map,dao,ILS,4,11,229,303,1.0,570.0955,nan,nan,29932,0
brc204d.map,dao,AILS,4,11,229,303,1.0,570.0955,nan,nan,30310,0
brc204d.map,dao,ILS,273,411,60,55,1.0,569.8112,nan,nan,30890,0
brc204d.map,dao,AILS,273,411,60,55,1.0,569.8112,nan,nan,27514,0
brc204d.map,dao,ILS,271,360,10,32,1.0,569.2254,nan,nan,38502,0
brc204d.map,dao,AILS,271,360,10,32,1.0,569.2254,nan,nan,36441,0
brc204d.map,dao,ILS,426,204,3,10,1.0,568.9655,1.0,-0.1936,21443,1
brc204d.map,dao,AILS,426,204,3,10,1.0,568.9655,1.0,-0.0269,18449,1
brc204d.map,dao,ILS,5,12,323,298,1.0,568.8528,nan,nan,38002,0
brc204d.map,dao,AILS,5,12,323,298,1.0,568.8528,nan,nan,38664,0
brc204d.map,dao,ILS,272,398,50,28,1.0,568.468,nan,nan,33920,0
brc204d.map,dao,AILS,272,398,50,28,1.0,568.468,nan,nan,30543,0
brc204d.map,dao,ILS,269,344,13,17,1.0,567.8112,nan,nan,42970,0
brc204d.map,dao,AILS,269,344,13,17,1.0,567.8112,nan,nan,43810,0
brc204d.map,dao,ILS,3,18,325,303,1.0,567.7523,nan,nan,35832,0
brc204d.map,dao,AILS,3,18,325,303,1.0,567.7523,nan,nan,36317,0
brc204d.map,dao,ILS,13,36,276,363,1.0,567.1543,nan,nan,26970,0
brc204d.map,dao,AILS,13,36,276,363,1.0,567.1543,nan,nan,28480,0
brc204d.map,dao,ILS,282,358,15,41,1.0,566.9117,nan,nan,42524,0
brc204d.map,dao,AILS,282,358,15,41,1.0,566.9117,nan,nan,42416,0
brc204d.map,dao,ILS,279,392,46,31,1.0,566.468,nan,nan,37938,0
brc204d.map,dao,AILS,279,392,46,31,1.0,566.468,nan,nan,35276,0
brc204d.map,dao,ILS,281,387,38,41,1.0,566.1543,nan,nan,38019,0
brc204d.map,dao,AILS,281,387,38,41,1.0,566.1543,nan,nan,35345,0
brc204d.map,dao,ILS,9,37,269,357,1.0,565.9828,nan,nan,25566,0
brc204d.map,dao,AILS,9,37,269,357,1.0,565.9828,nan,nan,27507,0
brc204d.map,dao,ILS,48,36,270,396,1.0,565.9828,nan,nan,33275,0
brc204d.map,dao,AILS,48,36,270,396,1.0,565.9828,nan,nan,30778,0
brc204d.map,dao,ILS,274,418,78,63,1.0,565.8112,nan,nan,31317,0
brc204d.map,dao,AILS,274,418,78,63,1.0,565.8112,nan,nan,27955,0
brc204d.map,dao,ILS,75,56,277,420,1.0,565.0538,nan,nan,32586,0
brc204d.map,dao,AILS,75,56,277,420,1.0,565.0538,nan,nan,32347,0
brc300d.map,dao,ILS,45,230,177,60,1.0,447.3625,nan,nan,10655,0
brc300d.map,dao,AILS,45,230,177,60,1.0,447.3625,nan,nan,10367,0
brc300d.map,dao,ILS,49,213,168,78,1.0,446.5341,nan,nan,8076,0
brc300d.map,dao,AILS,49,213,168,78,1.0,446.5341,nan,nan,8025,0
brc300d.map,dao,ILS,168,82,35,212,1.0,445.4335,nan,nan,6724,0
brc300d.map,dao,AILS,168,82,35,212,1.0,445.4335,nan,nan,7030,0
brc300d.map,dao,ILS,41,224,175,69,1.0,445.1909,nan,nan,10234,0
brc300d.map,dao,AILS,41,224,175,69,1.0,445.1909,nan,nan,8126,0
brc300d.map,dao,ILS,165,89,34,207,1.0,445.0904,nan,nan,6672,0
brc300d.map,dao,AILS,165,89,34,207,1.0,445.0904,nan,nan,7056,0
brc300d.map,dao,ILS,22,203,168,97,1.0,444.8183,nan,nan,7760,0
brc300d.map,dao,AILS,22,203,168,97,1.0,444.8183,nan,nan,7730,0
brc300d.map,dao,ILS,183,58,50,235,1.0,444.7767,nan,nan,7083,0
brc300d.map,dao,AILS,183,58,50,235,1.0,444.7767,nan,nan,7383,0
brc300d.map,dao,ILS,168,96,27,202,1.0,444.7473,nan,nan,6896,0
brc300d.map,dao,AILS,168,96,27,202,1.0,444.7473,nan,nan,7026,0
brc300d.map,dao,ILS,35,206,170,88,1.0,444.6051,nan,nan,8174,0
brc300d.map,dao,AILS,35,206,170,88,1.0,444.6051,nan,nan,7623,0
brc300d.map,dao,ILS,19,210,164,94,1.0,444.3036,nan,nan,8714,0
brc300d.map,dao,AILS,19,210,164,94,1.0,444.3036,nan,nan,7589,0
brc300d.map,dao,ILS,41,203,168,90,1.0,443.9483,nan,nan,7482,0
brc300d.map,dao,AILS,41,203,168,90,1.0,443.9483,nan,nan,7454,0
brc300d.map,dao,ILS,38,202,165,94,1.0,443.4335,nan,nan,7475,0
brc300d.map,dao,AILS,38,202,165,94,1.0,443.4335,nan,nan,7660,0
brc300d.map,dao,ILS,173,73,41,221,1.0,443.3625,nan,nan,6835,0
brc300d.map,dao,AILS,173,73,41,221,1.0,443.3625,nan,nan,7037,0
brc300d.map,dao,ILS,167,75,39,220,1.0,443.1909,nan,nan,6510,0
brc300d.map,dao,AILS,167,75,39,220,1.0,443.1909,nan,nan,6821,0
brc300d.map,dao,ILS,171,98,20,204,1.0,442.4041,nan,nan,7033,0
brc300d.map,dao,AILS,171,98,20,204,1.0,442.4041,nan,nan,7147,0
brc300d.map,dao,ILS,30,219,171,80,1.0,442.0904,nan,nan,10102,0
brc300d.map,dao,AILS,30,219,171,80,1.0,442.0904,nan,nan,7745,0
brc300d.map,dao,ILS,44,236,180,63,1.0,441.1909,nan,nan,11423,0
brc300d.map,dao,AILS,44,236,180,63,1.0,441.1909,nan,nan,10477,0
brc300d.map,dao,ILS,49,209,167,88,1.0,440.9483,nan,nan,7589,0
brc300d.map,dao,AILS,49,209,167,88,1.0,440.9483,nan,nan,7856,0
brc300d.map,dao,ILS,31,215,164,87,1.0,440.7473,nan,nan,9561,0
brc300d.map,dao,AILS,31,215,164,87,1.0,440.7473,nan,nan,7707,0
brc300d.map,dao,ILS,168,86,37,212,1.0,440.6051,nan,nan,6823,0
brc300d.map,dao,AILS,168,86,37,212,1.0,440.6051,nan,nan,7039,0
brc300d.map,dao,ILS,167,98,17,211,1.0,439.4752,nan,nan,6879,0
brc300d.map,dao,AILS,167,98,17,211,1.0,439.4752,nan,nan,7130,0
brc300d.map,dao,ILS,164,100,36,202,1.0,439.262,nan,nan,6762,0
brc300d.map,dao,AILS,164,100,36,202,1.0,439.262,nan,nan,7143,0
brc300d.map,dao,ILS,45,225,168,72,1.0,438.2914,nan,nan,10025,0
brc300d.map,dao,AILS,45,225,168,72,1.0,438.2914,nan,nan,9215,0
brc300d.map,dao,ILS,172,95,27,208,1.0,438.0904,nan,nan,7104,0
brc300d.map,dao,AILS,172,95,27,208,1.0,438.0904,nan,nan,7145,0
brc300d.map,dao,ILS,167,89,35,213,1.0,437.8478,nan,nan,6831,0
brc300d.map,dao,AILS,167,89,35,213,1.0,437.8478,nan,nan,7065,0
brc300d.map,dao,ILS,167,73,44,226,1.0,437.1198,nan,nan,6534,0
brc300d.map,dao,AILS,167,73,44,226,1.0,437.1198,nan,nan,6860,0
brc300d.map,dao,ILS,29,222,168,84,1.0,436.5046,nan,nan,10483,0
brc300d.map,dao,AILS,29,222,168,84,1.0,436.5046,nan,nan,7560,0
brc300d.map,dao,ILS,168,104,16,208,1.0,436.4752,nan,nan,6942,0
brc300d.map,dao,AILS,168,104,16,208,1.0,436.4752,nan,nan,7210,0
brc300d.map,dao,ILS,183,59,45,245,1.0,436.4335,nan,nan,7178,0
brc300d.map,dao,AILS,183,59,45,245,1.0,436.4335,nan,nan,7495,0
brc300d.map,dao,ILS,18,209,170,101,1.0,436.2325,nan,nan,8566,0
brc300d.map,dao,AILS,18,209,170,101,1.0,436.2325,nan,nan,7589,0
brc300d.map,dao,ILS,173,99,40,201,1.0,435.2914,nan,nan,7217,0
brc300d.map,dao,AILS,173,99,40,201,1.0,435.2914,nan,nan,7272,0
brc300d.map,dao,ILS,24,218,166,93,1.0,434.9899,nan,nan,9953,0
brc300d.map,dao,AILS,24,218,166,93,1.0,434.9899,nan,nan,7483,0
brc300d.map,dao,ILS,42,217,166,86,1.0,434.3625,nan,nan,9262,0
brc300d.map,dao,AILS,42,217,166,86,1.0,434.3625,nan,nan,7856,0
brc300d.map,dao,ILS,29,221,168,87,1.0,433.9188,nan,nan,10359,0
brc300d.map,dao,AILS,29,221,168,87,1.0,433.9188,nan,nan,7560,0
brc300d.map,dao,ILS,48,237,176,65,1.0,433.7056,nan,nan,11191,0
brc300d.map,dao,AILS,48,237,176,65,1.0,433.7056,nan,nan,10718,0
brc300d.map,dao,ILS,21,205,167,107,1.0,433.6468,nan,nan,8058,0
brc300d.map,dao,AILS,21,205,167,107,1.0,433.6468,nan,nan,7730,0
brc300d.map,dao,ILS,164,92,31,218,1.0,432.7473,nan,nan,6727,0
brc300d.map,dao,AILS,164,92,31,218,1.0,432.7473,nan,nan,7073,0
brc300d.map,dao,ILS,166,93,29,217,1.0,432.7473,nan,nan,6843,0
brc300d.map,dao,AILS,166,93,29,217,1.0,432.7473,nan,nan,7134,0
brc300d.map,dao,ILS,50,246,178,57,1.0,432.7056,nan,nan,13524,0
brc300d.map,dao,AILS,50,246,178,57,1.0,432.7056,nan,nan,11967,0
brc300d.map,dao,ILS,40,214,164,93,1.0,432.0193,nan,nan,9017,0
brc300d.map,dao,AILS,40,214,164,93,1.0,432.0193,nan,nan,7671,0
brc300d.map,dao,ILS,173,107,15,208,1.0,431.8183,nan,nan,7144,0
brc300d.map,dao,AILS,173,107,15,208,1.0,431.8183,nan,nan,7234,0
brc300d.map,dao,ILS,30,207,173,101,1.0,431.4335,nan,nan,8440,0
brc300d.map,dao,AILS,30,207,173,101,1.0,431.4335,nan,nan,7660,0
brc300d.map,dao,ILS,169,82,37,225,1.0,431.1909,nan,nan,6898,0
brc300d.map,dao,AILS,169,82,37,225,1.0,431.1909,nan,nan,7119,0
brc300d.map,dao,ILS,174,108,23,203,1.0,430.9188,nan,nan,7174,0
brc300d.map,dao,AILS,174,108,23,203,1.0,430.9188,nan,nan,7170,0
brc300d.map,dao,ILS,169,101,27,211,1.0,430.333,nan,nan,7044,0
brc300d.map,dao,AILS,169,101,27,211,1.0,430.333,nan,nan,7275,0
brc300d.map,dao,ILS,170,101,20,217,1.0,429.7473,nan,nan,7096,0
brc300d.map,dao,AILS,170,101,20,217,1.0,429.7473,nan,nan,7255,0
brc300d.map,dao,ILS,169,102,19,219,1.0,429.333,nan,nan,7052,0
brc300d.map,dao,AILS,169,102,19,219,1.0,429.333,nan,nan,7272,0
brc300d.map,dao,ILS,172,108,32,202,1.0,429.0193,nan,nan,7117,0
brc300d.map,dao,AILS,172,108,32,202,1.0,429.0193,nan,nan,7202,0
brc300d.map,dao,ILS,176,109,29,201,1.0,428.6051,nan,nan,7251,0
brc300d.map,dao,AILS,176,109,29,201,1.0,428.6051,nan,nan,7171,0
brc300d.map,dao,ILS,19,207,168,111,1.0,428.061,nan,nan,8323,0
brc300d.map,dao,AILS,19,207,168,111,1.0,428.061,nan,nan,7589,0
brc501d.map,dao,ILS,283,72,239,151,1.0,563.3158,nan,nan,73506,0
brc501d.map,dao,AILS,283,72,239,151,1.0,563.3158,nan,nan,34320,0
brc501d.map,dao,ILS,278,84,251,152,1.0,574.529,nan,nan,64749,0
brc501d.map,dao,AILS,278,84,251,152,1.0,574.529,nan,nan,27830,0
brc501d.map,dao,ILS,287,67,241,140,1.0,561.5168,nan,nan,68816,0
brc501d.map,dao,AILS,287,67,241,140,1.0,561.5168,nan,nan,32326,0
brc501d.map,dao,ILS,248,147,274,74,1.0,561.3158,nan,nan,6542,0
brc501d.map,dao,AILS,248,147,274,74,1.0,561.3158,nan,nan,3854,0
brc501d.map,dao,ILS,279,79,241,155,1.0,567.0437,nan,nan,72828,0
brc501d.map,dao,AILS,279,79,241,155,1.0,567.0437,nan,nan,31478,0
brc501d.map,dao,ILS,287,69,239,141,1.0,560.7595,nan,nan,68935,0
brc501d.map,dao,AILS,287,69,239,141,1.0,560.7595,nan,nan,31652,0
brc501d.map,dao,ILS,284,73,239,145,1.0,561.0732,nan,nan,69376,0
brc501d.map,dao,AILS,284,73,239,145,1.0,561.0732,nan,nan,32548,0
brc501d.map,dao,ILS,242,147,281,70,1.0,560.6589,nan,nan,8074,0
brc501d.map,dao,AILS,242,147,281,70,1.0,560.6589,nan,nan,5952,0
brc501d.map,dao,ILS,275,64,247,155,1.0,560.4874,nan,nan,78628,0
brc501d.map,dao,AILS,275,64,247,155,1.0,560.4874,nan,nan,34064,0
brc501d.map,dao,ILS,287,72,236,146,1.0,561.0732,nan,nan,70491,0
brc501d.map,dao,AILS,287,72,236,146,1.0,561.0732,nan,nan,31385,0
brc501d.map,dao,ILS,282,78,242,150,1.0,566.2153,nan,nan,69178,0
brc501d.map,dao,AILS,282,78,242,150,1.0,566.2153,nan,nan,29808,0
brc501d.map,dao,ILS,248,155,283,87,1.0,579.0143,nan,nan,6199,0
brc501d.map,dao,AILS,248,155,283,87,1.0,579.0143,nan,nan,2596,0
brc501d.map,dao,ILS,240,148,279,73,1.0,558.3158,nan,nan,8576,0
brc501d.map,dao,AILS,240,148,279,73,1.0,558.3158,nan,nan,6543,0
brc501d.map,dao,ILS,287,73,239,136,1.0,560.3452,nan,nan,64565,0
brc501d.map,dao,AILS,287,73,239,136,1.0,560.3452,nan,nan,27557,0
brc501d.map,dao,ILS,287,65,238,140,1.0,557.6884,nan,nan,70824,0
brc501d.map,dao,AILS,287,65,238,140,1.0,557.6884,nan,nan,31414,0
brc501d.map,dao,ILS,243,145,279,67,1.0,557.5879,nan,nan,7903,0
brc501d.map,dao,AILS,243,145,279,67,1.0,557.5879,nan,nan,6224,0
brc501d.map,dao,ILS,242,144,284,58,1.0,557.4457,nan,nan,8207,0
brc501d.map,dao,AILS,242,144,284,58,1.0,557.4457,nan,nan,6540,0
brc501d.map,dao,ILS,285,87,248,148,1.0,578.1148,nan,nan,60904,0
brc501d.map,dao,AILS,285,87,248,148,1.0,578.1148,nan,nan,24309,0
brc501d.map,dao,ILS,248,152,278,86,1.0,572.3574,nan,nan,6381,0
brc501d.map,dao,AILS,248,152,278,86,1.0,572.3574,nan,nan,2760,0
brc501d.map,dao,ILS,281,41,247,154,1.0,556.5462,nan,nan,85195,0
brc501d.map,dao,AILS,281,41,247,154,1.0,556.5462,nan,nan,38413,0
brc501d.map,dao,ILS,242,155,285,11,1.0,555.2325,nan,nan,7884,0
brc501d.map,dao,AILS,242,155,285,11,1.0,555.2325,nan,nan,5915,0
brc501d.map,dao,ILS,242,157,283,11,1.0,555.2325,nan,nan,7805,0
brc501d.map,dao,AILS,242,157,283,11,1.0,555.2325,nan,nan,5414,0
brc501d.map,dao,ILS,240,151,283,50,1.0,554.6173,nan,nan,8492,0
brc501d.map,dao,AILS,240,151,283,50,1.0,554.6173,nan,nan,6505,0
brc501d.map,dao,ILS,249,148,285,20,1.0,553.8478,nan,nan,6279,0
brc501d.map,dao,AILS,249,148,285,20,1.0,553.8478,nan,nan,3387,0
brc501d.map,dao,ILS,242,150,275,65,1.0,553.8305,nan,nan,8028,0
brc501d.map,dao,AILS,242,150,275,65,1.0,553.8305,nan,nan,5952,0
brc501d.map,dao,ILS,243,147,280,52,1.0,553.2031,nan,nan,7863,0
brc501d.map,dao,AILS,243,147,280,52,1.0,553.2031,nan,nan,5952,0
brc501d.map,dao,ILS,282,54,241,144,1.0,552.7889,nan,nan,77866,0
brc501d.map,dao,AILS,282,54,241,144,1.0,552.7889,nan,nan,38953,0
brc501d.map,dao,ILS,282,19,249,151,1.0,552.5046,nan,nan,86008,0
brc501d.map,dao,AILS,282,19,249,151,1.0,552.5046,nan,nan,40196,0
brc501d.map,dao,ILS,249,153,257,85,1.0,552.3574,nan,nan,6268,0
brc501d.map,dao,AILS,249,153,257,85,1.0,552.3574,nan,nan,3410,0
brc501d.map,dao,ILS,287,68,235,131,1.0,552.2031,nan,nan,65729,0
brc501d.map,dao,AILS,287,68,235,131,1.0,552.2031,nan,nan,24778,0
brc501d.map,dao,ILS,275,37,251,150,1.0,551.2325,nan,nan,84186,0
brc501d.map,dao,AILS,275,37,251,150,1.0,551.2325,nan,nan,38265,0
brc501d.map,dao,ILS,237,147,282,56,1.0,550.86,nan,nan,9519,0
brc501d.map,dao,AILS,237,147,282,56,1.0,550.86,nan,nan,7125,0
brc501d.map,dao,ILS,276,67,237,147,1.0,549.4163,nan,nan,75780,0
brc501d.map,dao,AILS,276,67,237,147,1.0,549.4163,nan,nan,34341,0
brc501d.map,dao,ILS,277,27,250,153,1.0,549.333,nan,nan,87145,0
brc501d.map,dao,AILS,277,27,250,153,1.0,549.333,nan,nan,41143,0
brc501d.map,dao,ILS,284,63,233,141,1.0,549.2742,nan,nan,73576,0
brc501d.map,dao,AILS,284,63,233,141,1.0,549.2742,nan,nan,28590,0
brc501d.map,dao,ILS,280,43,243,146,1.0,549.061,nan,nan,82939,0
brc501d.map,dao,AILS,280,43,243,146,1.0,549.061,nan,nan,41231,0
brc501d.map,dao,ILS,276,93,246,156,1.0,572.9138,nan,nan,64935,0
brc501d.map,dao,AILS,276,93,246,156,1.0,572.9138,nan,nan,25302,0
brc501d.map,dao,ILS,245,153,279,14,1.0,548.4041,nan,nan,7231,0
brc501d.map,dao,AILS,245,153,279,14,1.0,548.4041,nan,nan,4871,0
brc501d.map,dao,ILS,282,64,234,140,1.0,548.2742,nan,nan,72977,0
brc501d.map,dao,AILS,282,64,234,140,1.0,548.2742,nan,nan,28700,0
brc501d.map,dao,ILS,257,77,248,153,1.0,548.0437,nan,nan,72458,0
brc501d.map,dao,AILS,257,77,248,153,1.0,548.0437,nan,nan,27947,0
brc501d.map,dao,ILS,234,133,287,56,1.0,547.061,nan,nan,10701,0
brc501d.map,dao,AILS,234,133,287,56,1.0,547.061,nan,nan,5200,0
brc501d.map,dao,ILS,281,99,249,152,1.0,581.7422,nan,nan,57919,0
brc501d.map,dao,AILS,281,99,249,152,1.0,581.7422,nan,nan,22866,0
brc501d.map,dao,ILS,232,142,287,50,1.0,546.3036,nan,nan,11184,0
brc501d.map,dao,AILS,232,142,287,50,1.0,546.3036,nan,nan,6453,0
brc501d.map,dao,ILS,272,68,239,142,1.0,545.7595,nan,nan,73262,0
brc501d.map,dao,AILS,272,68,239,142,1.0,545.7595,nan,nan,32946,0
brc501d.map,dao,ILS,236,132,287,49,1.0,545.7473,nan,nan,9982,0
brc501d.map,dao,AILS,236,132,287,49,1.0,545.7473,nan,nan,5704,0
brc501d.map,dao,ILS,268,55,244,152,1.0,545.5168,nan,nan,84498,0
brc501d.map,dao,AILS,268,55,244,152,1.0,545.5168,nan,nan,36420,0
brc501d.map,dao,ILS,241,150,262,84,1.0,547.7006,nan,nan,8355,0
brc501d.map,dao,AILS,241,150,262,84,1.0,547.7006,nan,nan,6540,0
brc501d.map,dao,ILS,242,141,275,53,1.0,545.132,nan,nan,8243,0
brc501d.map,dao,AILS,242,141,275,53,1.0,545.132,nan,nan,6826,0
