lambd,n_valid,astar_time_ms,astar_nodes,astar_cost,astar_failures,jps_time_ms,jps_time_std,jps_nodes,jps_speedup,jps_node_red_pct,jps_cost_ratio,jps_exposure_ratio,jps_failures,ils_time_ms,ils_time_std,ils_nodes,ils_speedup,ils_node_red_pct,ils_cost_ratio,ils_exposure_ratio,ils_failures,ails_time_ms,ails_time_std,ails_nodes,ails_speedup,ails_node_red_pct,ails_cost_ratio,ails_exposure_ratio,ails_failures,rils_time_ms,rils_time_std,rils_nodes,rils_speedup,rils_node_red_pct,rils_cost_ratio,rils_exposure_ratio,rils_failures
0.0,30,32.78125566721428,7079.933333333333,344.4325517241368,1,57.86005556874443,36.27624100046926,232.93333333333334,0.5665610816475343,96.70995018785487,1.000000000000001,1.0296191943889124,1,33.880034666799475,33.05028505923026,6799.833333333333,0.96756853969037,3.9562519421086906,1.002819830397704,1.0015367963797563,1,21.074588934910327,15.115549878183312,3694.766666666667,1.5554873107352387,47.81353873388638,1.0044114537614295,0.9995139799002863,1,33.918327866316154,33.367060133515785,6799.833333333333,0.9664761717150837,3.9562519421086906,1.002819830397704,1.0015367963797563,1
0.5,30,115.74106810051792,18053.233333333334,363.484619140625,1,nan,,nan,nan,nan,nan,nan,nan,70.97654589936913,35.71058291125513,11588.766666666666,1.6306945714802201,35.80780543466822,1.0053833270756358,1.0804336424807526,1,41.43708476622123,24.75419606735219,6278.033333333334,2.7931759377741736,65.22488123087831,1.0101828076083752,1.1427965680075953,1,117.4400958334445,63.54370155636229,17434.066666666666,0.9855328138071671,3.429671877798446,1.0000074722954153,1.0001486312245804,1
1.0,30,156.34932916727848,24093.2,380.56304931640625,1,nan,,nan,nan,nan,nan,nan,nan,75.0197181017332,36.80761561176186,12163.833333333334,2.0841097930447474,49.51341734043907,1.0112186645218355,1.1635461098803577,1,47.97769579987895,25.549064686603508,7149.766666666666,3.2587919565673045,70.32454523821383,1.017527579551077,1.208332767753625,1,149.66361110127764,82.0494265236833,21457.9,1.0446716340518913,10.937940995799645,1.0001648718674545,1.0185647833720501,1
