density,n_valid,astar_time_ms,ils_time_ms,jps_time_ms,astar_nodes,ils_nodes,jps_nodes,ils_node_red_pct,jps_node_red_pct,ils_opt_ratio,ils_wilcoxon_p,ils_rank_biserial,ils_cohens_dz,ils_node_red_ci_lo,ils_node_red_ci_hi,jps_wilcoxon_p,jps_rank_biserial,jps_cohens_dz,jps_node_red_ci_lo,jps_node_red_ci_hi,ils_holm_p,ils_significant,jps_holm_p,jps_significant
0.1,100,7.047342510486487,7.594764150417177,11.571214270370547,1464.77,1463.65,1070.63,0.07646251629948031,26.90797872703563,1.0,0.31731050786291415,1.0,0.10000000000000002,0.0,0.0014147368421052631,3.892165928709803e-18,1.0,2.8580188409245033,0.2544981258305651,0.27468102337663447,0.31731050786291415,False,1.1676497786129409e-17,True
0.2,100,14.669460491131758,10.750376200303435,21.006104610132752,3046.04,2177.98,2265.49,28.497984268098907,25.62507386639703,1.0002618738154592,3.895680685825538e-18,1.0,2.5330364023950582,0.26124570244496453,0.2893643854823127,3.8945820011567e-18,1.0,5.327896077981432,0.25139389867073614,0.2589233020805408,1.1687042057476614e-17,True,1.1676497786129409e-17,True
0.3,100,19.25687038048636,9.123103320744121,26.2434578409011,4500.72,2075.55,3276.09,53.884045219431556,27.20964645656695,1.0026390367418265,3.896340037647931e-18,1.0,4.719004898200242,0.5227905543683057,0.5429037334438616,3.895241176705638e-18,1.0,6.229445157689201,0.2676040919363311,0.2748603823914484,1.1687042057476614e-17,True,1.1676497786129409e-17,True
